sep=,
Group,BinaryPath,GitPath,URL,Name,Description,Language,Stars,Size,PushDate,hasIssues,Forks
eoecn,C:\Users\royw\Workspace\top1000\eoecn-android-app,C:\Users\royw\Workspace\top1000\eoecn-android-app,https://github.com/eoecn/android-app,android-app,eoe的Android客户端源码,Java,1109,3953,Tue Oct 06 04:34:12 CEST 2015,true,1344
hankcs,C:\Users\royw\Workspace\top1000\hankcs-HanLP,C:\Users\royw\Workspace\top1000\hankcs-HanLP,https://github.com/hankcs/HanLP,HanLP,汉语言处理包 中文分词 词性标注 命名实体识别 依存句法分析 关键词提取 自动摘要 短语提取 拼音 简繁转换,Java,1149,43439,Sun May 29 06:33:49 CEST 2016,true,515
yanchenko,C:\Users\royw\Workspace\top1000\yanchenko-droidparts,C:\Users\royw\Workspace\top1000\yanchenko-droidparts,https://github.com/yanchenko/droidparts,droidparts,DI ORM JSON ...,Java,735,15977,Sun May 01 10:36:20 CEST 2016,true,210
square,C:\Users\royw\Workspace\top1000\square-okio,C:\Users\royw\Workspace\top1000\square-okio,https://github.com/square/okio,okio,A modern I/O API for Java,Java,2345,1538,Wed May 04 01:30:12 CEST 2016,true,385
daimajia,C:\Users\royw\Workspace\top1000\daimajia-AndroidViewAnimations,C:\Users\royw\Workspace\top1000\daimajia-AndroidViewAnimations,https://github.com/daimajia/AndroidViewAnimations,AndroidViewAnimations,Cute view animation collection.,Java,5197,883,Thu Mar 10 14:31:32 CET 2016,true,1346
siyamed,C:\Users\royw\Workspace\top1000\siyamed-android-satellite-menu,C:\Users\royw\Workspace\top1000\siyamed-android-satellite-menu,https://github.com/siyamed/android-satellite-menu,android-satellite-menu,Android Satellite Menu,Java,1245,2520,Mon Jul 13 15:11:04 CEST 2015,true,676
moagrius,C:\Users\royw\Workspace\top1000\moagrius-TileView,C:\Users\royw\Workspace\top1000\moagrius-TileView,https://github.com/moagrius/TileView,TileView,The TileView widget is a subclass of android.view.ViewGroup that asynchronously displays tile-based images with pan and zoom functionality and features like markers hotspots paths multiple levels of detail and arbitrary coordinate systems.,Java,836,148445,Sat May 21 20:56:05 CEST 2016,true,235
bitcoinj,C:\Users\royw\Workspace\top1000\bitcoinj-bitcoinj,C:\Users\royw\Workspace\top1000\bitcoinj-bitcoinj,https://github.com/bitcoinj/bitcoinj,bitcoinj,A library for working with Bitcoin,Java,797,31320,Tue May 31 11:37:46 CEST 2016,true,643
Malinskiy,C:\Users\royw\Workspace\top1000\Malinskiy-SuperRecyclerView,C:\Users\royw\Workspace\top1000\Malinskiy-SuperRecyclerView,https://github.com/Malinskiy/SuperRecyclerView,SuperRecyclerView,Pumped up RecyclerView,Java,1856,1474,Fri Apr 22 17:17:04 CEST 2016,true,354
mockito,C:\Users\royw\Workspace\top1000\mockito-mockito,C:\Users\royw\Workspace\top1000\mockito-mockito,https://github.com/mockito/mockito,mockito,Mocking framework for unit tests written in Java,Java,2564,94924,Wed Jun 01 04:21:27 CEST 2016,true,531
mattdesl,C:\Users\royw\Workspace\top1000\mattdesl-lwjgl-basics,C:\Users\royw\Workspace\top1000\mattdesl-lwjgl-basics,https://github.com/mattdesl/lwjgl-basics,lwjgl-basics,:wrench: LibGDX/LWJGL tutorials and examples,Java,890,18293,Fri Aug 23 15:17:31 CEST 2013,true,129
xmuSistone,C:\Users\royw\Workspace\top1000\xmuSistone-android-vertical-slide-view,C:\Users\royw\Workspace\top1000\xmuSistone-android-vertical-slide-view,https://github.com/xmuSistone/android-vertical-slide-view,android-vertical-slide-view,vertical slide to switch to the next fragment page  looks like vertical viewpager,Java,853,13204,Tue May 17 04:46:32 CEST 2016,true,187
antoniolg,C:\Users\royw\Workspace\top1000\antoniolg-MaterializeYourApp,C:\Users\royw\Workspace\top1000\antoniolg-MaterializeYourApp,https://github.com/antoniolg/MaterializeYourApp,MaterializeYourApp,Example of a Material App for Android,Java,866,507,Mon May 23 08:52:15 CEST 2016,true,267
facebook,C:\Users\royw\Workspace\top1000\facebook-stetho,C:\Users\royw\Workspace\top1000\facebook-stetho,https://github.com/facebook/stetho,stetho,Stetho is a debug bridge for Android applications enabling the powerful Chrome Developer Tools and much more.,Java,5057,2308,Thu Jun 02 06:07:22 CEST 2016,true,476
Activiti,C:\Users\royw\Workspace\top1000\Activiti-Activiti,C:\Users\royw\Workspace\top1000\Activiti-Activiti,https://github.com/Activiti/Activiti,Activiti,Activiti is a light-weight workflow and Business Process Management (BPM) Platform targeted at business people developers and system admins. Its core is a super-fast and rock-solid BPMN 2 process engine for Java. It's open-source and distributed under the Apache license. Activiti runs in any Java application on a server on a cluster or in the cloud. It integrates perfectly with Spring it is extremely lightweight and based on simple concepts. ,Java,1329,77197,Thu Jun 02 10:47:09 CEST 2016,true,1469
saulmm,C:\Users\royw\Workspace\top1000\saulmm-CoordinatorBehaviorExample,C:\Users\royw\Workspace\top1000\saulmm-CoordinatorBehaviorExample,https://github.com/saulmm/CoordinatorBehaviorExample,CoordinatorBehaviorExample,,Java,1259,42013,Sun Apr 03 14:44:16 CEST 2016,true,223
AltBeacon,C:\Users\royw\Workspace\top1000\AltBeacon-android-beacon-library,C:\Users\royw\Workspace\top1000\AltBeacon-android-beacon-library,https://github.com/AltBeacon/android-beacon-library,android-beacon-library,Allows Android apps to interact with BLE beacons,Java,1152,6254,Wed Jun 01 15:29:38 CEST 2016,true,424
sfsheng0322,C:\Users\royw\Workspace\top1000\sfsheng0322-StickyHeaderListView,C:\Users\royw\Workspace\top1000\sfsheng0322-StickyHeaderListView,https://github.com/sfsheng0322/StickyHeaderListView,StickyHeaderListView,功能强大的StickyHeaderListView：标题渐变、吸附悬停、筛选分类、动态头部等,Java,997,7373,Fri Apr 29 09:15:47 CEST 2016,true,247
novoda,C:\Users\royw\Workspace\top1000\novoda-android-demos,C:\Users\royw\Workspace\top1000\novoda-android-demos,https://github.com/novoda/android-demos,android-demos,Examples of Android applications,Java,1265,21542,Tue May 10 09:43:03 CEST 2016,true,612
jonfinerty,C:\Users\royw\Workspace\top1000\jonfinerty-Once,C:\Users\royw\Workspace\top1000\jonfinerty-Once,https://github.com/jonfinerty/Once,Once,A small Android library to manage one-off operations.,Java,781,189,Sat May 14 13:16:06 CEST 2016,true,47
expectedbehavior,C:\Users\royw\Workspace\top1000\expectedbehavior-gauges-android,C:\Users\royw\Workspace\top1000\expectedbehavior-gauges-android,https://github.com/expectedbehavior/gauges-android,gauges-android,Gaug.es Android App,Java,730,2079,Fri Aug 29 16:03:01 CEST 2014,true,236
saulmm,C:\Users\royw\Workspace\top1000\saulmm-Material-Movies,C:\Users\royw\Workspace\top1000\saulmm-Material-Movies,https://github.com/saulmm/Material-Movies,Material-Movies,An application about movies with material design,Java,1904,1599,Fri Mar 11 18:49:12 CET 2016,true,465
tinkerpop,C:\Users\royw\Workspace\top1000\tinkerpop-blueprints,C:\Users\royw\Workspace\top1000\tinkerpop-blueprints,https://github.com/tinkerpop/blueprints,blueprints,A Property Graph Model Interface,Java,1202,13432,Tue Feb 02 13:00:37 CET 2016,false,266
google,C:\Users\royw\Workspace\top1000\google-ExoPlayer,C:\Users\royw\Workspace\top1000\google-ExoPlayer,https://github.com/google/ExoPlayer,ExoPlayer,An extensible media player for Android,Java,3576,19810,Thu Jun 02 09:27:34 CEST 2016,true,1365
airbnb,C:\Users\royw\Workspace\top1000\airbnb-DeepLinkDispatch,C:\Users\royw\Workspace\top1000\airbnb-DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,DeepLinkDispatch,A simple annotation-based library for making deep link handling better on Android,Java,1213,360,Sun May 29 05:08:07 CEST 2016,true,112
traex,C:\Users\royw\Workspace\top1000\traex-CalendarListview,C:\Users\royw\Workspace\top1000\traex-CalendarListview,https://github.com/traex/CalendarListview,CalendarListview,Implementation of a calendar in a ListView. One month by row,Java,929,1122,Mon Mar 07 20:32:26 CET 2016,true,322
prestodb,C:\Users\royw\Workspace\top1000\prestodb-presto,C:\Users\royw\Workspace\top1000\prestodb-presto,https://github.com/prestodb/presto,presto,Distributed SQL query engine for big data,Java,4789,153840,Thu Jun 02 10:19:50 CEST 2016,true,1421
theScrabi,C:\Users\royw\Workspace\top1000\theScrabi-NewPipe,C:\Users\royw\Workspace\top1000\theScrabi-NewPipe,https://github.com/theScrabi/NewPipe,NewPipe,A lightweight Youtube frontend for Android.,Java,825,6301,Tue May 31 00:45:20 CEST 2016,true,128
ragunathjawahar,C:\Users\royw\Workspace\top1000\ragunathjawahar-android-saripaar,C:\Users\royw\Workspace\top1000\ragunathjawahar-android-saripaar,https://github.com/ragunathjawahar/android-saripaar,android-saripaar,UI form validation library for Android,Java,1753,3250,Thu Mar 10 16:11:16 CET 2016,true,276
ManuelPeinado,C:\Users\royw\Workspace\top1000\ManuelPeinado-GlassActionBar,C:\Users\royw\Workspace\top1000\ManuelPeinado-GlassActionBar,https://github.com/ManuelPeinado/GlassActionBar,GlassActionBar,Android - a library that adds a glass-like effect to the action bar.,Java,1158,9962,Wed Sep 02 10:42:03 CEST 2015,true,262
grantland,C:\Users\royw\Workspace\top1000\grantland-android-autofittextview,C:\Users\royw\Workspace\top1000\grantland-android-autofittextview,https://github.com/grantland/android-autofittextview,android-autofittextview,A TextView that automatically resizes text to fit perfectly within its bounds.,Java,1736,1190,Tue Apr 26 09:06:51 CEST 2016,true,363
commonsguy,C:\Users\royw\Workspace\top1000\commonsguy-cwac-camera,C:\Users\royw\Workspace\top1000\commonsguy-cwac-camera,https://github.com/commonsguy/cwac-camera,cwac-camera,CWAC-Camera: Taking Pictures. Made Sensible.,Java,1004,1988,Fri May 13 12:33:20 CEST 2016,true,297
iammert,C:\Users\royw\Workspace\top1000\iammert-MaterialIntroView,C:\Users\royw\Workspace\top1000\iammert-MaterialIntroView,https://github.com/iammert/MaterialIntroView,MaterialIntroView,Material Intro View is a showcase android library.,Java,1030,3097,Wed May 18 13:44:59 CEST 2016,true,150
alibaba,C:\Users\royw\Workspace\top1000\alibaba-RocketMQ,C:\Users\royw\Workspace\top1000\alibaba-RocketMQ,https://github.com/alibaba/RocketMQ,RocketMQ,:rocket: Alibaba's MQ also aliyun ONS.,Java,1903,1856,Thu May 12 21:38:04 CEST 2016,true,1228
DenisMondon,C:\Users\royw\Workspace\top1000\DenisMondon-material-design-library,C:\Users\royw\Workspace\top1000\DenisMondon-material-design-library,https://github.com/DenisMondon/material-design-library,material-design-library,A library that helps developers creating their Android Application with Material Design.,Java,730,1908,Mon Jan 18 23:10:57 CET 2016,true,243
neokree,C:\Users\royw\Workspace\top1000\neokree-MaterialTabs,C:\Users\royw\Workspace\top1000\neokree-MaterialTabs,https://github.com/neokree/MaterialTabs,MaterialTabs,Custom Tabs with Material Design effects,Java,1158,18502,Mon Mar 07 03:29:33 CET 2016,false,354
kymjs,C:\Users\royw\Workspace\top1000\kymjs-KJFrameForAndroid,C:\Users\royw\Workspace\top1000\kymjs-KJFrameForAndroid,https://github.com/kymjs/KJFrameForAndroid,KJFrameForAndroid,An Android library and includes ActivityFrame KJHttp KJBitmap KJDataBase. KJFrameForAndroid is designed to wrap complexity of the Android native SDK and keep things simple.,Java,1689,40778,Sat Feb 20 02:39:25 CET 2016,true,826
lsjwzh,C:\Users\royw\Workspace\top1000\lsjwzh-MaterialLoadingProgressBar,C:\Users\royw\Workspace\top1000\lsjwzh-MaterialLoadingProgressBar,https://github.com/lsjwzh/MaterialLoadingProgressBar,MaterialLoadingProgressBar,MaterialLoadingProgressBar   provide a styled ProgressBar which looks  like SwipeRefreshLayout's loading indicator(support-v4  v21+),Java,786,563,Sat Oct 31 18:14:08 CET 2015,true,184
pxb1988,C:\Users\royw\Workspace\top1000\pxb1988-dex2jar,C:\Users\royw\Workspace\top1000\pxb1988-dex2jar,https://github.com/pxb1988/dex2jar,dex2jar,Tools to work with android .dex and java .class files,Java,1770,7833,Sun Apr 24 11:53:59 CEST 2016,true,491
AdoptOpenJDK,C:\Users\royw\Workspace\top1000\AdoptOpenJDK-jitwatch,C:\Users\royw\Workspace\top1000\AdoptOpenJDK-jitwatch,https://github.com/AdoptOpenJDK/jitwatch,jitwatch,Log analyser / visualiser for Java HotSpot JIT compiler. Inspect inlining decisions hot methods bytecode and assembly. View results in the JavaFX user interface.,Java,767,4661,Tue May 17 09:25:06 CEST 2016,true,127
oguzbilgener,C:\Users\royw\Workspace\top1000\oguzbilgener-CircularFloatingActionMenu,C:\Users\royw\Workspace\top1000\oguzbilgener-CircularFloatingActionMenu,https://github.com/oguzbilgener/CircularFloatingActionMenu,CircularFloatingActionMenu,an animated circular menu for Android,Java,1488,3127,Sat Oct 03 03:28:13 CEST 2015,true,469
googlesamples,C:\Users\royw\Workspace\top1000\googlesamples-google-services,C:\Users\royw\Workspace\top1000\googlesamples-google-services,https://github.com/googlesamples/google-services,google-services,A collection of quickstart samples demonstrating the Google APIs for Android and iOS,Java,1227,8562,Wed May 18 20:38:50 CEST 2016,true,1396
crate,C:\Users\royw\Workspace\top1000\crate-crate,C:\Users\royw\Workspace\top1000\crate-crate,https://github.com/crate/crate,crate,Crate.IO: The fast scalable easy to use SQL database with native full text search,Java,1272,69516,Wed Jun 01 22:13:46 CEST 2016,true,140
jpardogo,C:\Users\royw\Workspace\top1000\jpardogo-GoogleProgressBar,C:\Users\royw\Workspace\top1000\jpardogo-GoogleProgressBar,https://github.com/jpardogo/GoogleProgressBar,GoogleProgressBar,Android library to display progress like google does in some of his services.,Java,920,1700,Tue Jun 02 17:55:31 CEST 2015,true,254
SeldonIO,C:\Users\royw\Workspace\top1000\SeldonIO-seldon-server,C:\Users\royw\Workspace\top1000\SeldonIO-seldon-server,https://github.com/SeldonIO/seldon-server,seldon-server,Enterprise machine learning platform for prediction and recommendation.,Java,771,2758,Wed Jun 01 18:26:43 CEST 2016,true,153
Wizcorp,C:\Users\royw\Workspace\top1000\Wizcorp-phonegap-facebook-plugin,C:\Users\royw\Workspace\top1000\Wizcorp-phonegap-facebook-plugin,https://github.com/Wizcorp/phonegap-facebook-plugin,phonegap-facebook-plugin,The official plugin for Facebook in Apache Cordova/PhoneGap,Java,1843,117654,Tue Apr 26 08:10:33 CEST 2016,true,1544
dersoncheng,C:\Users\royw\Workspace\top1000\dersoncheng-MultipleTheme,C:\Users\royw\Workspace\top1000\dersoncheng-MultipleTheme,https://github.com/dersoncheng/MultipleTheme,MultipleTheme,Android换肤／夜间模式的Android框架，配合theme和换肤控件框架可以做到无缝切换换肤（无需重启应用和当前页面）。         This framework of Android app support multiple theme(such as day/night mode) and needn’t finish current application or current activity when you switch theme-mode.,Java,915,1648,Mon Aug 03 11:26:40 CEST 2015,true,209
chrisjenx,C:\Users\royw\Workspace\top1000\chrisjenx-Calligraphy,C:\Users\royw\Workspace\top1000\chrisjenx-Calligraphy,https://github.com/chrisjenx/Calligraphy,Calligraphy,Custom fonts in Android the easy way...,Java,3979,1764,Thu May 12 21:08:07 CEST 2016,true,526
renaudcerrato,C:\Users\royw\Workspace\top1000\renaudcerrato-FloatingSearchView,C:\Users\royw\Workspace\top1000\renaudcerrato-FloatingSearchView,https://github.com/renaudcerrato/FloatingSearchView,FloatingSearchView,Yet another floating search view implementation also known as persistent search.,Java,1051,10798,Mon May 23 14:35:01 CEST 2016,true,120
ReactiveX,C:\Users\royw\Workspace\top1000\ReactiveX-RxJava,C:\Users\royw\Workspace\top1000\ReactiveX-RxJava,https://github.com/ReactiveX/RxJava,RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,Java,14220,34500,Thu Jun 02 08:17:26 CEST 2016,true,2374
druid-io,C:\Users\royw\Workspace\top1000\druid-io-druid,C:\Users\royw\Workspace\top1000\druid-io-druid,https://github.com/druid-io/druid,druid,Column oriented distributed data store ideal for powering interactive applications,Java,3292,130825,Thu Jun 02 07:56:10 CEST 2016,true,734
DxTT,C:\Users\royw\Workspace\top1000\DxTT-coolMenu,C:\Users\royw\Workspace\top1000\DxTT-coolMenu,https://github.com/DxTT/coolMenu,coolMenu,A Cool Cards Menu Concept,Java,917,107,Mon May 09 05:04:27 CEST 2016,true,102
CrawlScript,C:\Users\royw\Workspace\top1000\CrawlScript-WebCollector,C:\Users\royw\Workspace\top1000\CrawlScript-WebCollector,https://github.com/CrawlScript/WebCollector,WebCollector,WebCollector is an open source web crawler framework based on Java.It provides some simple interfaces for crawling the Webyou can setup a multi-threaded web crawler in less than 5 minutes.,Java,776,179878,Tue May 17 15:37:47 CEST 2016,true,671
torodb,C:\Users\royw\Workspace\top1000\torodb-torodb,C:\Users\royw\Workspace\top1000\torodb-torodb,https://github.com/torodb/torodb,torodb,ToroDB - Open source NoSQL database that runs on top of a RDBMS. Compatible with MongoDB protocol and APIs but with support for native SQL atomic operations and reliable and durable backends like PostgreSQL,Java,1306,2674,Wed Jun 01 16:58:58 CEST 2016,true,64
spring-projects,C:\Users\royw\Workspace\top1000\spring-projects-spring-boot,C:\Users\royw\Workspace\top1000\spring-projects-spring-boot,https://github.com/spring-projects/spring-boot,spring-boot,Spring Boot,Java,5717,47897,Wed Jun 01 22:18:45 CEST 2016,true,5662
gowong,C:\Users\royw\Workspace\top1000\gowong-material-sheet-fab,C:\Users\royw\Workspace\top1000\gowong-material-sheet-fab,https://github.com/gowong/material-sheet-fab,material-sheet-fab,Library that implements the floating action button to sheet transition from Google's Material Design documentation.,Java,937,5346,Mon Apr 25 16:15:37 CEST 2016,true,163
sephiroth74,C:\Users\royw\Workspace\top1000\sephiroth74-HorizontalVariableListView,C:\Users\royw\Workspace\top1000\sephiroth74-HorizontalVariableListView,https://github.com/sephiroth74/HorizontalVariableListView,HorizontalVariableListView,Horizontal list view for Android which allows variable items widths,Java,803,3291,Tue Oct 27 12:24:02 CET 2015,true,326
